#gene_symbol	gene_symbol_long	identifier	primary
C2-132	C2 domain containing protein gene 132	glyma.Wm82.gnm2.ann1.Glyma.14G059200	1
C2-133	C2 domain containing protein gene 133	glyma.Wm82.gnm2.ann1.Glyma.14G059300	1
C2-134	C2 domain containing protein gene 134	glyma.Wm82.gnm2.ann1.Glyma.14G059400	1
LAX13	auxin transporter-like protein 13	glyma.Wm82.gnm2.ann1.Glyma.14G060700	1
PIP1-7	aquaporin PIP1-7	glyma.Wm82.gnm2.ann1.Glyma.14G061500	1
MYB75	MYB transcription factor MYB75	glyma.Wm82.gnm2.ann1.Glyma.14G062200	1
Lac59	Laccase 59	glyma.Wm82.gnm2.ann1.Glyma.14G062300	1
TOPP11	TOPP-type protein phosphatase gene 11	glyma.Wm82.gnm2.ann1.Glyma.14G065200	1
ALDH18B4	delta-1-pyrroline-5-carboxylate synthase	glyma.Wm82.gnm2.ann1.Glyma.14G065600	1
GMP1	mannose-1-phosphate guanylyltransferase 1-like	glyma.Wm82.gnm2.ann1.Glyma.14G065900	1
RCA14	ribulose bisphosphate carboxylase/oxygenase activase 1, chloroplastic-like	glyma.Wm82.gnm2.ann1.Glyma.14G067000	1
C2-135	C2 domain containing protein gene 135	glyma.Wm82.gnm2.ann1.Glyma.14G068400	1
NIP4-2	aquaporin NIP4-2	glyma.Wm82.gnm2.ann1.Glyma.14G069500	1
IPK1	inositol pentakisphosphate 2-kinase	glyma.Wm82.gnm2.ann1.Glyma.14G072200	1
DFR1	dihydroflavonol-4-reductase DFR1	glyma.Wm82.gnm2.ann1.Glyma.14G072700	1
DHFR1	dihydroflavonol-4-reductase 1	glyma.Wm82.gnm2.ann1.Glyma.14G072700	0
W3	White flower 3	glyma.Wm82.gnm2.ann1.Glyma.14G072700	0
DDKCS	3-ketoacyl-CoA synthase 4-like	glyma.Wm82.gnm2.ann1.Glyma.14G074300	1
MYB164	MYB transcription factor MYB164	glyma.Wm82.gnm2.ann1.Glyma.14G074500	1
BZL2	protein BRASSINAZOLE-RESISTANT 1-like	glyma.Wm82.gnm2.ann1.Glyma.14G076900	1
AOS1	allene oxide synthase	glyma.Wm82.gnm2.ann1.Glyma.14G078600	1
MAPKKK24-3	mitogen-activated protein kinase kinase kinase 24 gene 3	glyma.Wm82.gnm2.ann1.Glyma.14G080100	1
NAC107	NAC Transcription Factor gene 107	glyma.Wm82.gnm2.ann1.Glyma.14G084300	1
DREB1	dehydration responsive element binding protein	glyma.Wm82.gnm2.ann1.Glyma.14G084700	1
WRKY130	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G085500	1
ASP1	L-asparaginase	glyma.Wm82.gnm2.ann1.Glyma.14G086300	1
MYB81	MYB transcription factor MYB81	glyma.Wm82.gnm2.ann1.Glyma.14G086500	1
GASA22	gibberellin-regulated protein 22	glyma.Wm82.gnm2.ann1.Glyma.14G087200	1
STF-3	zinc finger protein ZAT10-like	glyma.Wm82.gnm2.ann1.Glyma.14G088300	1
ELF3B	protein EARLY FLOWERING 3b	glyma.Wm82.gnm2.ann1.Glyma.14G091900	1
VPE2	vacuolar processing enzyme 2	glyma.Wm82.gnm2.ann1.Glyma.14G092800	1
SLD1.4	sphingolipid delta-8 desaturase	glyma.Wm82.gnm2.ann1.Glyma.14G095400	1
IDD	Zinc finger transcription factor	glyma.Wm82.gnm2.ann1.Glyma.14G095900	1
HSF-30	heat stress transcription factor 30	glyma.Wm82.gnm2.ann1.Glyma.14G096800	1
IQD50	protein IQ-DOMAIN 50	glyma.Wm82.gnm2.ann1.Glyma.14G097000	1
CHI3C1	chalcone isomerase 3C1	glyma.Wm82.gnm2.ann1.Glyma.14G098100	1
C2-136	C2 domain containing protein gene 136	glyma.Wm82.gnm2.ann1.Glyma.14G098500	1
Raf49-1	Raf49 proto-oncogene serine/threonine protein kinase gene 1	glyma.Wm82.gnm2.ann1.Glyma.14G099300	1
PHD4	PHD finger superfamily protein	glyma.Wm82.gnm2.ann1.Glyma.14G099700	1
WRKY131	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G100100	1
WRKY133	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G102900	1
WRKY134	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G103100	1
MGD1	monogalactosyldiacylglycerol synthase 1	glyma.Wm82.gnm2.ann1.Glyma.14G104100	1
ERF113	Ethylene-responsive factor gene 113	glyma.Wm82.gnm2.ann1.Glyma.14G111600	1
SBPRP	proline-rich protein	glyma.Wm82.gnm2.ann1.Glyma.14G115500	1
SWEET36	sugar efflux transporter SWEET36	glyma.Wm82.gnm2.ann1.Glyma.14G120300	1
PIN6B	auxin efflux carrier component 6b	glyma.Wm82.gnm2.ann1.Glyma.14G120900	1
Adh1	Alcohol dehydrogenase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.14G121200	1
ACPD-3	stearoyl-acyl carrier protein desaturase gene 3	glyma.Wm82.gnm2.ann1.Glyma.14G121400	1
SACPD-C	stearoyl-acyl carrier protein desaturase	glyma.Wm82.gnm2.ann1.Glyma.14G121400	0
PHT1-12	inorganic phosphate transporter 1-12	glyma.Wm82.gnm2.ann1.Glyma.14G123500	1
ERF114	Ethylene-responsive factor gene 114	glyma.Wm82.gnm2.ann1.Glyma.14G123900	1
CYP54	peptidyl-prolyl cis-trans isomerase CYP54	glyma.Wm82.gnm2.ann1.Glyma.14G125200	1
BES1-8	protein BRI1-EMS-SUPPRESSOR 1	glyma.Wm82.gnm2.ann1.Glyma.14G127400	1
GA3OX4	gibberellin 3-beta-dioxygenase 4	glyma.Wm82.gnm2.ann1.Glyma.14G128400	1
WRKY135	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G135400	1
WRKY31	WRKY transcription factor 31	glyma.Wm82.gnm2.ann1.Glyma.14G135400	0
BZIP16	bZIP transcription factor bZIP16	glyma.Wm82.gnm2.ann1.Glyma.14G139700	1
NAC176	NAC domain-containing protein 176	glyma.Wm82.gnm2.ann1.Glyma.14G140100	1
BURP2	BURP domain protein 2	glyma.Wm82.gnm2.ann1.Glyma.14G140900	1
AP2-4	AP2 domain-containing transcription factor 4	glyma.Wm82.gnm2.ann1.Glyma.14G147500	1
ERF115	Ethylene-responsive factor gene 115	glyma.Wm82.gnm2.ann1.Glyma.14G147500	0
ALDH3H4	aldehyde dehydrogenase family 3 member H4	glyma.Wm82.gnm2.ann1.Glyma.14G152100	1
NAC21	NAC domain protein	glyma.Wm82.gnm2.ann1.Glyma.14G152700	1
MYB-G20-1	R2R3 MYB transcription factor W2	glyma.Wm82.gnm2.ann1.Glyma.14G154400	1
W2	White flower 2	glyma.Wm82.gnm2.ann1.Glyma.14G154400	0
PIc	Pistillata gene c	glyma.Wm82.gnm2.ann1.Glyma.14G155100	1
TCHQD3	Glutathione S-transferase TCHQD3	glyma.Wm82.gnm2.ann1.Glyma.14G155200	1
GA20OX6	gibberellin 20 oxidase 6	glyma.Wm82.gnm2.ann1.Glyma.14G157400	1
IQD51	protein IQ-DOMAIN 51	glyma.Wm82.gnm2.ann1.Glyma.14G159300	1
SWEET37	sugar efflux transporter SWEET37	glyma.Wm82.gnm2.ann1.Glyma.14G159900	1
LEA2-81	late embryogenesis abundant 2 gene 81	glyma.Wm82.gnm2.ann1.Glyma.14G160000	1
SWEET38	sugar efflux transporter SWEET38	glyma.Wm82.gnm2.ann1.Glyma.14G160100	1
SPCH4	transcription factor SPEECHLESS-like	glyma.Wm82.gnm2.ann1.Glyma.14G160700	1
NR	Nitrate reductase	glyma.Wm82.gnm2.ann1.Glyma.14G165000	1
bZIP120	Basic leucine zipper transcription factor-like protein gene 120	glyma.Wm82.gnm2.ann1.Glyma.14G167000	1
TGA21	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.14G167000	0
bZIP121	Basic leucine zipper transcription factor-like protein gene 121	glyma.Wm82.gnm2.ann1.Glyma.14G167100	1
CRY1c1	Cryptochrome 1c1	glyma.Wm82.gnm2.ann1.Glyma.14G174200	1
NIP3-1	aquaporin NIP3-1	glyma.Wm82.gnm2.ann1.Glyma.14G174300	1
Phi-1	phosphate-induced protein	glyma.Wm82.gnm2.ann1.Glyma.14G176500	1
GF14r	GF14 gene family gene r	glyma.Wm82.gnm2.ann1.Glyma.14G176900	1
SGF14K	14-3-3 protein SGF14k	glyma.Wm82.gnm2.ann1.Glyma.14G176900	0
APX-4b	Ascorbate peroxidase 6 gene b	glyma.Wm82.gnm2.ann1.Glyma.14G177200	1
PPR132	Psudo-Response Regulator gene 132	glyma.Wm82.gnm2.ann1.Glyma.14G184600	1
IAA48	Indole-3-Acetic Acid Responsive Gene 48	glyma.Wm82.gnm2.ann1.Glyma.14G185400	1
WRKY136	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G185800	1
WRKY137	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G186000	1
WRKY138	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G186100	1
C2-137	C2 domain containing protein gene 137	glyma.Wm82.gnm2.ann1.Glyma.14G187500	1
GLYII-8	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.14G187700	1
PHT1-11	inorganic phosphate transporter 1-11	glyma.Wm82.gnm2.ann1.Glyma.14G188000	1
NAC110	NAC Transcription Factor gene 110	glyma.Wm82.gnm2.ann1.Glyma.14G189300	1
Lac60	Laccase 60	glyma.Wm82.gnm2.ann1.Glyma.14G191500	1
MYB57	MYB transcription factor MYB57	glyma.Wm82.gnm2.ann1.Glyma.14G191700	1
C2-138	C2 domain containing protein gene 138	glyma.Wm82.gnm2.ann1.Glyma.14G193800	1
FAD3a	omega-3-fatty acid desaturase 3 gene 1	glyma.Wm82.gnm2.ann1.Glyma.14G194300	1
PPR133	Psudo-Response Regulator gene 133	glyma.Wm82.gnm2.ann1.Glyma.14G194400	1
AS2	asparagine synthetase 2	glyma.Wm82.gnm2.ann1.Glyma.14G195000	1
MAKKK13-2	mitogen-activated protein kinase kinase 13 gene 2 	glyma.Wm82.gnm2.ann1.Glyma.14G195300	1
bZIP122	Basic leucine zipper transcription factor-like protein gene 122	glyma.Wm82.gnm2.ann1.Glyma.14G197200	1
Lac61	Laccase 61	glyma.Wm82.gnm2.ann1.Glyma.14G198900	1
WRKY139	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G199800	1
WRP1	WRKY-related protein 1	glyma.Wm82.gnm2.ann1.Glyma.14G199800	0
WRKY140	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.14G200200	1
WRKY49	WRKY transcription factor 49	glyma.Wm82.gnm2.ann1.Glyma.14G200200	0
DAD1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	glyma.Wm82.gnm2.ann1.Glyma.14G201900	1
WNK13	with no lysine kinase 13	glyma.Wm82.gnm2.ann1.Glyma.14G203700	1
bZIP123	Basic leucine zipper transcription factor-like protein gene 123	glyma.Wm82.gnm2.ann1.Glyma.14G204100	1
ZIP43	bZIP transcription factor 43	glyma.Wm82.gnm2.ann1.Glyma.14G204100	0
RSV3	putative NBS-LRR family protein	glyma.Wm82.gnm2.ann1.Glyma.14G204700	1
LEA2-82	late embryogenesis abundant 2 gene 82	glyma.Wm82.gnm2.ann1.Glyma.14G208000	1
ARF8B	auxin response factor 8b	glyma.Wm82.gnm2.ann1.Glyma.14G208500	1
NAC111	NAC Transcription Factor gene 111	glyma.Wm82.gnm2.ann1.Glyma.14G210000	1
MYB177	MYB transcription factor MYB177	glyma.Wm82.gnm2.ann1.Glyma.14G210600	1
IDH	isocitrate dehydrogenase	glyma.Wm82.gnm2.ann1.Glyma.14G211000	1
GS1-GAMMA	gamma glutamine synthetase	glyma.Wm82.gnm2.ann1.Glyma.14G213300	1
GS1-gamma1	Gamma glutamine synthase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.14G213300	0
GASA23	gibberellin-regulated protein 23	glyma.Wm82.gnm2.ann1.Glyma.14G215600	1
bZIP124	Basic leucine zipper transcription factor-like protein gene 124	glyma.Wm82.gnm2.ann1.Glyma.14G217200	1
BZIP3	bZIP transcription factor 3	glyma.Wm82.gnm2.ann1.Glyma.14G217200	0
GASA24	gibberellin-regulated protein 24	glyma.Wm82.gnm2.ann1.Glyma.14G219100	1
C2-139	C2 domain containing protein gene 139	glyma.Wm82.gnm2.ann1.Glyma.14G220000	1
Lac62	Laccase 62	glyma.Wm82.gnm2.ann1.Glyma.14G223000	1
CAT3	catalase	glyma.Wm82.gnm2.ann1.Glyma.14G223500	1
PPR134	Psudo-Response Regulator gene 134	glyma.Wm82.gnm2.ann1.Glyma.14G224400	1
KASIII-2	beta-ketoacyl-ACP synthetase 3 gene 2	glyma.Wm82.gnm2.ann1.Glyma.15G003100	1
WRKY141	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.15G003300	1
WRKY27	WRKY transcription factor 27	glyma.Wm82.gnm2.ann1.Glyma.15G003300	0
WRKY40	Putative WRKY transcription factor	glyma.Wm82.gnm2.ann1.Glyma.15G003300	0
NRAMP6B	metal transporter Nramp6b	glyma.Wm82.gnm2.ann1.Glyma.15G003500	1
NIP6-3	aquaporin NIP6-3	glyma.Wm82.gnm2.ann1.Glyma.15G003900	1
ERF116	Ethylene-responsive factor gene 116	glyma.Wm82.gnm2.ann1.Glyma.15G004200	1
bHLH15	bHLH protein	glyma.Wm82.gnm2.ann1.Glyma.15G005100	1
MED15-3	Mediator Complex 15 gene 3	glyma.Wm82.gnm2.ann1.Glyma.15G005500	1
C2-140	C2 domain containing protein gene 140	glyma.Wm82.gnm2.ann1.Glyma.15G008400	1
C2-141	C2 domain containing protein gene 141	glyma.Wm82.gnm2.ann1.Glyma.15G008500	1
ERF117	Ethylene-responsive factor gene 117	glyma.Wm82.gnm2.ann1.Glyma.15G008600	1
GLYI-20	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.15G009500	1
GA3OX5	gibberellin 3-beta-dioxygenase 5	glyma.Wm82.gnm2.ann1.Glyma.15G012100	1
IAA49	Indole-3-Acetic Acid Responsive Gene 49	glyma.Wm82.gnm2.ann1.Glyma.15G012700	1
IAA50	Indole-3-Acetic Acid Responsive Gene 50	glyma.Wm82.gnm2.ann1.Glyma.15G012800	1
LEA2-83	late embryogenesis abundant 2 gene 83	glyma.Wm82.gnm2.ann1.Glyma.15G015800	1
PPR135	Psudo-Response Regulator gene 135	glyma.Wm82.gnm2.ann1.Glyma.15G016600	1
FWL8	protein FW2.2-like 8	glyma.Wm82.gnm2.ann1.Glyma.15G016800	1
IAA51	Indole-3-Acetic Acid Responsive Gene 51	glyma.Wm82.gnm2.ann1.Glyma.15G017500	1
MYB52	MYB transcription factor MYB52	glyma.Wm82.gnm2.ann1.Glyma.15G019400	1
IAA52	Indole-3-Acetic Acid Responsive Gene 52	glyma.Wm82.gnm2.ann1.Glyma.15G020300	1
IQD52	protein IQ-DOMAIN 52	glyma.Wm82.gnm2.ann1.Glyma.15G020600	1
SIK2	stress-induced receptor-like kinase 2	glyma.Wm82.gnm2.ann1.Glyma.15G021400	1
LEA2-84	late embryogenesis abundant 2 gene 84	glyma.Wm82.gnm2.ann1.Glyma.15G024400	1
IQD53	protein IQ-DOMAIN 53	glyma.Wm82.gnm2.ann1.Glyma.15G025400	1
LOX3	Lipoxygenase 1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.15G026300	1
Lx3	Lipoxygenase 3 gene	glyma.Wm82.gnm2.ann1.Glyma.15G026300	0
L-5	Lipoxygenase L-5 gene	glyma.Wm82.gnm2.ann1.Glyma.15G026500	1
LOX8	lipoxygenase 8 gene	glyma.Wm82.gnm2.ann1.Glyma.15G026500	0
VLXB	lipoxygenase L-5	glyma.Wm82.gnm2.ann1.Glyma.15G026500	0
NF-YA15	nuclear transcription factor Y subunit A-15	glyma.Wm82.gnm2.ann1.Glyma.15G027400	1
GLYII-9	putative hydroxyacylglutathione hydrolase	glyma.Wm82.gnm2.ann1.Glyma.15G028900	1
bZIP125	Basic leucine zipper transcription factor-like protein gene 125	glyma.Wm82.gnm2.ann1.Glyma.15G029100	1
DBB	DBB protein	glyma.Wm82.gnm2.ann1.Glyma.15G029500	1
ARI3	putative E3 ubiquitin-protein ligase ARI3	glyma.Wm82.gnm2.ann1.Glyma.15G031100	1
C2-142	C2 domain containing protein gene 142	glyma.Wm82.gnm2.ann1.Glyma.15G031600	1
LPAAT	lysophosphatidic acid acyltransferase	glyma.Wm82.gnm2.ann1.Glyma.15G034100	1
ALDH3J4	aldehyde dehydrogenase family 3 member J4	glyma.Wm82.gnm2.ann1.Glyma.15G034400	1
MYB82	MYB transcription factor MYB82	glyma.Wm82.gnm2.ann1.Glyma.15G034500	1
PPR136	Psudo-Response Regulator gene 136	glyma.Wm82.gnm2.ann1.Glyma.15G041800	1
GinCrRl,k1l,2-l	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.15G042900	1
N-22	nodulin-22	glyma.Wm82.gnm2.ann1.Glyma.15G045000	1
LEA2-85	late embryogenesis abundant 2 gene 85	glyma.Wm82.gnm2.ann1.Glyma.15G048800	1
bZIP126	Basic leucine zipper transcription factor-like protein gene 126	glyma.Wm82.gnm2.ann1.Glyma.15G049000	1
SWEET39	sugar efflux transporter SWEET39	glyma.Wm82.gnm2.ann1.Glyma.15G049200	1
CYP71D10	cytochrome P450 CYP71D10	glyma.Wm82.gnm2.ann1.Glyma.15G050300	1
PRX3	peroxidase 43	glyma.Wm82.gnm2.ann1.Glyma.15G050800	1
NAC112	NAC Transcription Factor gene 112	glyma.Wm82.gnm2.ann1.Glyma.15G051200	1
FabZ	3-hydroxyacyl-ACP dehydrase	glyma.Wm82.gnm2.ann1.Glyma.15G052500	1
CAMTA3	Calmodulin binding transcription activator 3	glyma.Wm82.gnm2.ann1.Glyma.15G053600	1
HSP40.1	DnaJ domain-containing protein HSP40.1	glyma.Wm82.gnm2.ann1.Glyma.15G057800	1
ALDH6B3	putative methylmalonate-semialdehyde dehydrogenase [acylating]	glyma.Wm82.gnm2.ann1.Glyma.15G058900	1
PGYRP7	proline/glycine/tyrosine-rich protein	glyma.Wm82.gnm2.ann1.Glyma.15G060400	1
PR1-6	pathogenesis-related protein 1	glyma.Wm82.gnm2.ann1.Glyma.15G062400	1
PR1-7	pathogenesis-related protein 1	glyma.Wm82.gnm2.ann1.Glyma.15G062500	1
PR1-8	pathogenesis-related protein 1	glyma.Wm82.gnm2.ann1.Glyma.15G062700	1
PRI1-9	pathogenesis-related protein 1	glyma.Wm82.gnm2.ann1.Glyma.15G062800	1
LEA2-86	late embryogenesis abundant 2 gene 86	glyma.Wm82.gnm2.ann1.Glyma.15G065400	1
EN1	endonuclease	glyma.Wm82.gnm2.ann1.Glyma.15G068600	1
MED16-3	Mediator Complex 15 gene 3	glyma.Wm82.gnm2.ann1.Glyma.15G072300	1
AHAS4	acetohydroxyacid synthase  gene 4	glyma.Wm82.gnm2.ann1.Glyma.15G072500	1
ALS-4	Acetolactate synthase  gene 4	glyma.Wm82.gnm2.ann1.Glyma.15G072500	0
ALS4	Acetolactate synthase gene 4	glyma.Wm82.gnm2.ann1.Glyma.15G072500	0
DES1.2	sphingolipid delta(4)-desaturase DES1-like	glyma.Wm82.gnm2.ann1.Glyma.15G072800	1
PK6	protein kinase	glyma.Wm82.gnm2.ann1.Glyma.15G074900	1
ERF118	Ethylene-responsive factor gene 118	glyma.Wm82.gnm2.ann1.Glyma.15G077000	1
ERF119	Ethylene-responsive factor gene 119	glyma.Wm82.gnm2.ann1.Glyma.15G077100	1
NAC114	NAC Transcription Factor gene 114	glyma.Wm82.gnm2.ann1.Glyma.15G078300	1
ERF120	Ethylene-responsive factor gene 120	glyma.Wm82.gnm2.ann1.Glyma.15G079100	1
ERF121	Ethylene-responsive factor gene 121	glyma.Wm82.gnm2.ann1.Glyma.15G079200	1
IQD54	protein IQ-DOMAIN 54	glyma.Wm82.gnm2.ann1.Glyma.15G080000	1
PPR137	Psudo-Response Regulator gene 137	glyma.Wm82.gnm2.ann1.Glyma.15G084700	1
HSF-31	heat stress transcription factor 31	glyma.Wm82.gnm2.ann1.Glyma.15G086400	1
NIP1-4	aquaporin NIP1-4	glyma.Wm82.gnm2.ann1.Glyma.15G087300	1
PPR138	Psudo-Response Regulator gene 138	glyma.Wm82.gnm2.ann1.Glyma.15G092000	1
TCP	TEOSINTE-BRANCHED1/CYCLOIDEA/PCF Transcription Factor	glyma.Wm82.gnm2.ann1.Glyma.15G092500	1
TCP42	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 42	glyma.Wm82.gnm2.ann1.Glyma.15G092500	0
GA2OX8	gibberellin 2-beta-dioxygenase 8	glyma.Wm82.gnm2.ann1.Glyma.15G093900	1
BMY1	beta-amylase	glyma.Wm82.gnm2.ann1.Glyma.15G098100	1
BMY1-2	Beta-amylase 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.15G098100	0
MED5-4	Mediator Complex 5 gene 4	glyma.Wm82.gnm2.ann1.Glyma.15G102800	1
IPT	isopentenyl transferase	glyma.Wm82.gnm2.ann1.Glyma.15G103800	1
ATPC	ATP synthase gamma chain, chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.15G107900	1
ATG8C	autophagy-related protein 8c	glyma.Wm82.gnm2.ann1.Glyma.15G108200	1
GLYI-21	putative lactoylglutathione lyase	glyma.Wm82.gnm2.ann1.Glyma.15G108400	1
Lac63	Laccase 63	glyma.Wm82.gnm2.ann1.Glyma.15G109000	1
WRKY142	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.15G110300	1
NF-YB3b	Nuclear Transcripiton Factor Y Subunit Beta 3 gene b	glyma.Wm82.gnm2.ann1.Glyma.15G118800	1
HPS	hydrophobic seed protein precursor	glyma.Wm82.gnm2.ann1.Glyma.15G119700	1
C2-143	C2 domain containing protein gene 143	glyma.Wm82.gnm2.ann1.Glyma.15G120400	1
C2-144	C2 domain containing protein gene 144	glyma.Wm82.gnm2.ann1.Glyma.15G121500	1
PHR24	MYB-CC domain-containing transcription factor PHR24	glyma.Wm82.gnm2.ann1.Glyma.15G123000	1
PHR25	MYB-CC domain-containing transcription factor PHR25	glyma.Wm82.gnm2.ann1.Glyma.15G123100	1
ADF1	actin depolymerizing factor 1	glyma.Wm82.gnm2.ann1.Glyma.15G125300	1
COPZ2	nonclathrin coat protein zeta2-COP	glyma.Wm82.gnm2.ann1.Glyma.15G125800	1
RTRP4	reverse transcriptase-like domain-containing RBR protein	glyma.Wm82.gnm2.ann1.Glyma.15G126500	1
NPR1.2.15	Non-induced pathogenesis-related gene	glyma.Wm82.gnm2.ann1.Glyma.15G127200	1
bZIP127	Basic leucine zipper transcription factor-like protein gene 127	glyma.Wm82.gnm2.ann1.Glyma.15G129700	1
NF-YA16	nuclear transcription factor Y subunit A-16	glyma.Wm82.gnm2.ann1.Glyma.15G129900	1
C2-145	C2 domain containing protein gene 145	glyma.Wm82.gnm2.ann1.Glyma.15G130300	1
TUBB	tubulin beta chain	glyma.Wm82.gnm2.ann1.Glyma.15G132200	1
WRKY143	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.15G135600	1
COPE1	epsilon1-COP	glyma.Wm82.gnm2.ann1.Glyma.15G136100	1
WRKY144	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.15G139000	1
PHYB2	Phytochrome B gene 2	glyma.Wm82.gnm2.ann1.Glyma.15G140000	1
ALDH22A3	aldehyde dehydrogenase 22A3	glyma.Wm82.gnm2.ann1.Glyma.15G140900	1
SGlu4	glucan endo-1,3-beta-glucosidase	glyma.Wm82.gnm2.ann1.Glyma.15G142400	1
CAMTA8	Calmodulin binding transcription activator 8	glyma.Wm82.gnm2.ann1.Glyma.15G143400	1
SWEET40	sugar efflux transporter SWEET40	glyma.Wm82.gnm2.ann1.Glyma.15G149800	1
ERF122	Ethylene-responsive factor gene 122	glyma.Wm82.gnm2.ann1.Glyma.15G152000	1
C2-146	C2 domain containing protein gene 146	glyma.Wm82.gnm2.ann1.Glyma.15G152900	1
SRC2	SOYBEAN GENE REGULATED BY COLD 2	glyma.Wm82.gnm2.ann1.Glyma.15G152900	0
PPR139	Psudo-Response Regulator gene 139	glyma.Wm82.gnm2.ann1.Glyma.15G156600	1
AAH	allantoate amidohydrolase	glyma.Wm82.gnm2.ann1.Glyma.15G156900	1
FTSH9	ATP-dependent zinc metalloprotease FTSH 8, chloroplastic-like	glyma.Wm82.gnm2.ann1.Glyma.15G158900	1
ERF123	Ethylene-responsive factor gene 123	glyma.Wm82.gnm2.ann1.Glyma.15G159200	1
MED18-2	Mediator Complex 18 gene 2	glyma.Wm82.gnm2.ann1.Glyma.15G160500	1
ZTL	adagio protein 1	glyma.Wm82.gnm2.ann1.Glyma.15G162300	1
PIN9b	PIN-formed 9 gene b	glyma.Wm82.gnm2.ann1.Glyma.15G168100	1
WRKY145	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.15G168200	1
WRKY42	WRKY transcription factor 42	glyma.Wm82.gnm2.ann1.Glyma.15G168200	0
XET1	xyloglucan endotransglycosylase	glyma.Wm82.gnm2.ann1.Glyma.15G169100	1
FVE	WD-40 repeat-containing protein MSI4-like	glyma.Wm82.gnm2.ann1.Glyma.15G169800	1
SNAP-1	nucleosome assembly protein 1	glyma.Wm82.gnm2.ann1.Glyma.15G170700	1
MYB121	transcription factor MYBZ1	glyma.Wm82.gnm2.ann1.Glyma.15G176000	1
GRF15	growth-regulating factor	glyma.Wm82.gnm2.ann1.Glyma.15G176500	1
GER10	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.15G176900	1
ALDH7B2	aldehyde dehydrogenase family 7 member B2	glyma.Wm82.gnm2.ann1.Glyma.15G178400	1
WRKY146	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.15G186300	1
PHYE2	Phytochrome E gene 2	glyma.Wm82.gnm2.ann1.Glyma.15G196500	1
CYP55	peptidyl-prolyl cis-trans isomerase CYP55	glyma.Wm82.gnm2.ann1.Glyma.15G202300	1
MED22-2	Mediator Complex 22 gene 2	glyma.Wm82.gnm2.ann1.Glyma.15G204300	1
TIL'	temperature-induced lipocalin'	glyma.Wm82.gnm2.ann1.Glyma.15G205900	1
PIN9d	PIN-formed 9 gene d	glyma.Wm82.gnm2.ann1.Glyma.15G208600	1
BZIP113	putative bZIP domain class transcription factor	glyma.Wm82.gnm2.ann1.Glyma.15G209600	1
SWEET41	sugar efflux transporter SWEET41	glyma.Wm82.gnm2.ann1.Glyma.15G210400	1
SWEET42	sugar efflux transporter SWEET42	glyma.Wm82.gnm2.ann1.Glyma.15G211800	1
CYP56	peptidyl-prolyl cis-trans isomerase CYP56	glyma.Wm82.gnm2.ann1.Glyma.15G213200	1
PHR26	MYB-CC domain-containing transcription factor PHR26	glyma.Wm82.gnm2.ann1.Glyma.15G215000	1
WRI1B	ethylene-responsive transcription factor WRI1b	glyma.Wm82.gnm2.ann1.Glyma.15G221600	1
BZIP128	bZIP transcription factor 128	glyma.Wm82.gnm2.ann1.Glyma.15G222400	1
GER15	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.15G222500	1
CRK44	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.15G226500	1
CRK45	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.15G226800	1
CRK46	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.15G227000	1
